# Weather station Espoo / Tapiola, Finland, WMO_ID=2985,selection from 01.01.2019 till 19.10.2021, all days
# Encoding: UTF-8
# The data is provided by the website ""Reliable Prognosis"", rp5.kz
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.kz/archive.php?wmo_id=2985&lang=en
#
Local time in Espoo / Tapiola,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.08.2019 00:00,11.5,769.3,770.0,,94,Wind blowing from the north-west,2,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,30.0,10.5,,,,,,
24.08.2019 21:00,14.6,768.7,769.3,,79,Wind blowing from the north-west,2,,,no clouds,No significant weather observed. ,,,14.6,21.3,,,,,,40.0,10.9,,,,,,
24.08.2019 18:00,20.1,767.8,768.4,,48,Wind blowing from the north-west,4,,,no clouds,No significant weather observed. ,,,,,,,,,,40.0,8.6,,,,,,
24.08.2019 15:00,20.4,766.9,767.6,,47,Wind blowing from the north-west,7,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1000-1500,,,35.0,8.8,,,,,,
24.08.2019 12:00,18.6,766.0,766.6,,60,Wind blowing from the north-west,7,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",600-1000,,,45.0,10.6,,,,,,
24.08.2019 09:00,15.8,764.5,765.2,,88,Wind blowing from the west,6,,,"10%  or less, but not 0",No significant weather observed. ,,,13.6,16.4,,"10%  or less, but not 0",200-300,,,40.0,13.8,0.5,12,,,,
24.08.2019 06:00,14.0,763.5,764.2,,96,Wind blowing from the west,4,,,no clouds,No significant weather observed. ,,,,,,,,,,26.0,13.4,,,,,,
24.08.2019 03:00,14.5,762.4,763.1,,97,Wind blowing from the west-southwest,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,18.0,14.1,,,,,,
24.08.2019 00:00,16.0,761.8,762.5,,96,Wind blowing from the west,3,,,70 – 80%.,No significant weather observed. ,,,,,,60%.,300-600,,,22.0,15.3,,,,,,
23.08.2019 21:00,15.9,761.8,762.4,,95,Wind blowing from the south-west,4,,,100%.,"Rain shower(s) or intermittent rain, slight. ",,,13.4,20.6,,100%.,200-300,,,17.0,15.1,11,12,,,,
23.08.2019 18:00,15.9,763.3,763.9,,93,Wind blowing from the south-west,5,,,100%.,"Rain, not freezing, slight. ",,,,,,100%.,300-600,,,13.0,14.8,,,,,,
23.08.2019 15:00,19.6,764.8,765.4,,72,Wind blowing from the south-southwest,9,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",600-1000,,,27.0,14.4,,,,,,
23.08.2019 12:00,18.1,765.4,766.1,,84,Wind blowing from the south-southwest,7,,,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,300-600,,,25.0,15.4,,,,,,
23.08.2019 09:00,13.4,766.2,766.9,,99,Wind blowing from the east,3,,,100%.,"Rain, not freezing, moderate. ",,,12.8,16.4,,"90  or more, but not 100%",600-1000,,,5.0,13.3,45,12,,,,
23.08.2019 06:00,13.0,766.9,767.6,,96,Wind blowing from the west-northwest,3,,,100%.,"Rain, not freezing, heavy. ",,,,,,100%.,300-600,,,1.8,12.4,,,,,,
23.08.2019 03:00,15.8,767.2,767.9,,88,Wind blowing from the south-west,4,,,50%.,No significant weather observed. ,,,,,,50%.,"2500 or more, or no clouds.",,,30.0,13.8,,,,,,
23.08.2019 00:00,14.0,767.8,768.5,,88,Wind blowing from the south-west,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,28.0,12.0,,,,,,
22.08.2019 21:00,16.4,767.5,768.1,,76,Wind blowing from the south-west,5,,,no clouds,No significant weather observed. ,,,16.1,22.2,,,,,,35.0,12.1,,,,,,
22.08.2019 18:00,19.8,766.7,767.4,,65,Wind blowing from the south-west,7,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1500-2000,,,35.0,13.0,,,,,,
22.08.2019 15:00,22.1,766.3,767.0,,52,Wind blowing from the south-west,6,,,60%.,No significant weather observed. ,,,,,,60%.,1500-2000,,,29.0,11.7,,,,,,
22.08.2019 12:00,20.4,766.1,766.8,,54,Wind blowing from the west-southwest,6,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1000-1500,,,30.0,10.6,,,,,,
22.08.2019 09:00,16.1,765.7,766.4,,84,Wind blowing from the west,4,,,no clouds,No significant weather observed. ,,,10.1,16.2,,,,,,29.0,13.3,,,,,,
22.08.2019 06:00,10.2,765.3,766.0,,99,Wind blowing from the west-southwest,3,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",300-600,,,19.0,10.1,,,,,,
22.08.2019 03:00,11.2,765.0,765.7,,99,Wind blowing from the west-southwest,3,,,no clouds,No significant weather observed. ,,,,,,,,,,15.0,11.0,,,,,,
22.08.2019 00:00,14.6,764.8,765.5,,82,Wind blowing from the west,3,,,no clouds,No significant weather observed. ,,,,,,,,,,35.0,11.5,,,,,,
21.08.2019 21:00,15.8,764.4,765.1,,93,Wind blowing from the south-southwest,3,,,70 – 80%.,No significant weather observed. ,,,15.8,19.7,,60%.,1000-1500,,,23.0,14.7,,,,,,
21.08.2019 18:00,18.9,764.4,765.1,,79,Wind blowing from the south,3,,,60%.,No significant weather observed. ,,,,,,"10%  or less, but not 0",600-1000,,,25.0,15.1,,,,,,
21.08.2019 15:00,19.2,765.1,765.7,,79,Wind blowing from the south,5,,,50%.,No significant weather observed. ,,,,,,"10%  or less, but not 0",300-600,,,22.0,15.5,,,,,,
21.08.2019 12:00,18.0,765.9,766.6,,86,Wind blowing from the south,5,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",200-300,,,18.0,15.6,,,,,,
21.08.2019 09:00,17.6,765.7,766.3,,89,Wind blowing from the south,4,,,"90  or more, but not 100%",No significant weather observed. ,,,14.5,17.6,,"90  or more, but not 100%",200-300,,,19.0,15.7,,,,,,
21.08.2019 06:00,15.5,765.5,766.2,,99,Wind blowing from the south-southwest,4,,,70 – 80%.,Mist. ,,,,,,70 – 80%.,100-200,,,8.0,15.3,,,,,,
21.08.2019 03:00,15.8,765.3,766.0,,94,Wind blowing from the south-west,4,,,no clouds,No significant weather observed. ,,,,,,,,,,16.0,14.8,,,,,,
21.08.2019 00:00,14.6,764.8,765.5,,96,Wind blowing from the south-southwest,4,,,no clouds,No significant weather observed. ,,,,,,,,,,14.0,13.9,,,,,,
20.08.2019 21:00,16.9,764.4,765.1,,85,Wind blowing from the south-west,4,,,no clouds,No significant weather observed. ,,,16.9,21.4,,,,,,19.0,14.3,,,,,,
20.08.2019 18:00,19.3,763.7,764.4,,69,Wind blowing from the south-southwest,7,,,no clouds,No significant weather observed. ,,,,,,,,,,28.0,13.4,,,,,,
20.08.2019 15:00,20.9,762.9,763.6,,63,Wind blowing from the south-southwest,8,,,40%.,No significant weather observed. ,,,,,,40%.,600-1000,,,30.0,13.5,,,,,,
20.08.2019 12:00,19.3,762.3,763.0,,82,Wind blowing from the south,6,,,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,300-600,,,22.0,16.1,,,,,,
20.08.2019 09:00,17.6,761.6,762.3,,89,Wind blowing from the south-southwest,6,,,"90  or more, but not 100%",No significant weather observed. ,,,12.8,17.7,,"90  or more, but not 100%",200-300,,,17.0,15.7,,,,,,
20.08.2019 06:00,15.5,760.9,761.6,,99,Wind blowing from the south-southwest,4,,,60%.,Mist. ,,,,,,60%.,200-300,,,7.0,15.4,,,,,,
20.08.2019 03:00,13.2,760.0,760.7,,99,Wind blowing from the south-southwest,4,,,no clouds,Mist. ,,,,,,,,,,6.0,13.1,,,,,,
20.08.2019 00:00,15.1,759.6,760.3,,89,Wind blowing from the south-west,4,,,no clouds,No significant weather observed. ,,,,,,,,,,28.0,13.2,,,,,,
19.08.2019 21:00,16.7,758.5,759.1,,83,Wind blowing from the south-west,4,,,"10%  or less, but not 0",No significant weather observed. ,,,15.5,20.0,,"10%  or less, but not 0",600-1000,,,40.0,13.8,2,12,,,,
19.08.2019 18:00,19.1,757.3,757.9,,72,Wind blowing from the south-west,6,,,60%.,No significant weather observed. ,,,,,,60%.,600-1000,,,35.0,14.0,,,,,,
19.08.2019 15:00,19.4,755.6,756.3,,81,Wind blowing from the south-west,6,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,40.0,16.1,,,,,,
19.08.2019 12:00,16.6,753.9,754.6,,96,Wind blowing from the south,4,,,100%.,"Drizzle, not freezing, moderate. ",,,,,,100%.,200-300,,,4.4,16.0,,,,,,
19.08.2019 09:00,15.5,753.8,754.5,,97,Wind blowing from the south-southeast,5,,,100%.,"Rain, not freezing, heavy. ",,,15.5,18.8,,100%.,1000-1500,,,2.6,15.1,7,12,,,,
19.08.2019 06:00,15.8,754.2,754.9,,94,Wind blowing from the south-southeast,4,,,100%.,"Rain, not freezing, moderate. ",,,,,,100%.,1500-2000,,,10.0,14.9,,,,,,
19.08.2019 03:00,17.3,755.2,755.8,,80,Wind blowing from the south-east,4,,,"90  or more, but not 100%",Rain (not freezing). ,,,,,,"90  or more, but not 100%","2500 or more, or no clouds.",,,30.0,13.8,,,,,,
19.08.2019 00:00,18.6,756.3,757.0,,71,Wind blowing from the south-east,6,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,20–30%.,1500-2000,,,40.0,13.1,,,,,,
18.08.2019 21:00,18.5,756.9,757.6,,73,Wind blowing from the east-southeast,4,,,"90  or more, but not 100%",No significant weather observed. ,,,17.2,22.0,,"90  or more, but not 100%",1500-2000,,,29.0,13.5,,,,,,
18.08.2019 18:00,19.7,757.5,758.2,,60,Wind blowing from the east,6,,,70 – 80%.,No significant weather observed. ,,,,,,50%.,2000-2500,,,35.0,11.6,,,,,,
18.08.2019 15:00,20.8,758.2,758.8,,56,Wind blowing from the east,5,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1500-2000,,,35.0,11.6,,,,,,
18.08.2019 12:00,18.9,758.5,759.1,,70,Wind blowing from the south-east,6,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",2000-2500,,,35.0,13.2,,,,,,
18.08.2019 09:00,18.1,758.8,759.4,,75,Wind blowing from the south-east,4,,,60%.,No significant weather observed. ,,,15.1,18.5,,60%.,"2500 or more, or no clouds.",,,30.0,13.6,,,,,,
18.08.2019 06:00,15.5,758.9,759.6,,87,Wind blowing from the south,4,,,40%.,No significant weather observed. ,,,,,,40%.,"2500 or more, or no clouds.",,,35.0,13.4,,,,,,
18.08.2019 03:00,16.1,759.4,760.0,,88,Wind blowing from the south-southeast,3,,,40%.,No significant weather observed. ,,,,,,40%.,"2500 or more, or no clouds.",,,30.0,14.1,,,,,,
18.08.2019 00:00,18.4,759.6,760.3,,79,Wind blowing from the south-southeast,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%","2500 or more, or no clouds.",,,40.0,14.6,,,,,,
17.08.2019 21:00,17.2,759.8,760.5,,86,Wind blowing from the east-southeast,2,,,no clouds,No significant weather observed. ,,,16.7,21.5,,,,,,30.0,14.8,,,,,,
17.08.2019 18:00,19.7,760.1,760.7,,71,Wind blowing from the south-east,4,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0","2500 or more, or no clouds.",,,30.0,14.3,,,,,,
17.08.2019 15:00,20.8,760.6,761.3,,66,Wind blowing from the south,4,,,60%.,No significant weather observed. ,,,,,,60%.,"2500 or more, or no clouds.",,,27.0,14.3,,,,,,
17.08.2019 12:00,18.4,760.9,761.5,,79,Wind blowing from the south-southeast,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,30.0,14.7,,,,,,
17.08.2019 09:00,16.8,760.4,761.1,,85,Wind blowing from the south,4,,,50%.,No significant weather observed. ,,,15.7,17.0,,"10%  or less, but not 0",300-600,,,28.0,14.3,,,,,,
17.08.2019 06:00,16.6,760.2,760.9,,82,Wind blowing from the south-southeast,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",2000-2500,,,40.0,13.4,,,,,,
17.08.2019 03:00,16.1,760.6,761.3,,90,Wind blowing from the south-east,3,,,60%.,No significant weather observed. ,,,,,,60%.,"2500 or more, or no clouds.",,,35.0,14.4,,,,,,
17.08.2019 00:00,16.8,760.9,761.5,,89,Wind blowing from the south-east,3,,,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,"2500 or more, or no clouds.",,,30.0,15.0,,,,,,
16.08.2019 21:00,16.6,760.9,761.5,,83,Wind blowing from the south-southeast,3,,,100%.,No significant weather observed. ,,,16.6,20.6,,100%.,2000-2500,,,30.0,13.7,,,,,,
16.08.2019 18:00,19.0,760.7,761.4,,54,Wind blowing from the south-west,3,,,100%.,No significant weather observed. ,,,,,,100%.,"2500 or more, or no clouds.",,,35.0,9.3,,,,,,
16.08.2019 15:00,18.8,760.8,761.5,,75,Wind blowing from the south-southwest,5,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%","2500 or more, or no clouds.",,,30.0,14.3,,,,,,
16.08.2019 12:00,18.0,760.6,761.2,,79,Wind blowing from the south,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,20–30%.,300-600,,,28.0,14.2,,,,,,
16.08.2019 09:00,16.8,760.1,760.8,,77,Wind blowing from the south-southwest,5,,,40%.,No significant weather observed. ,,,8.1,17.1,,20–30%.,300-600,,,25.0,12.8,,,,,,
16.08.2019 06:00,8.2,759.7,760.3,,99,Wind blowing from the south-west,2,,,no clouds,No significant weather observed. ,,,,,,,,,,18.0,8.1,,,,,,
16.08.2019 03:00,9.7,759.4,760.0,,99,Wind blowing from the south-west,2,,,no clouds,No significant weather observed. ,,,,,,,,,,20.0,9.5,,,,,,
16.08.2019 00:00,14.1,758.9,759.6,,77,Wind blowing from the west-southwest,4,,,no clouds,No significant weather observed. ,,,,,,,,,,45.0,10.1,,,,,,
15.08.2019 21:00,17.1,757.6,758.3,,49,Wind blowing from the west,4,,,no clouds,No significant weather observed. ,,,15.1,20.5,,,,,,45.0,6.3,,,,,,
15.08.2019 18:00,19.7,756.4,757.0,,41,Wind blowing from the west-southwest,5,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1500-2000,,,45.0,5.9,,,,,,
15.08.2019 15:00,19.1,755.6,756.3,,45,Wind blowing from the west-southwest,6,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1000-1500,,,40.0,6.7,,,,,,
15.08.2019 12:00,16.5,754.9,755.6,,67,Wind blowing from the west,5,,,60%.,No significant weather observed. ,,,,,,60%.,600-1000,,,40.0,10.4,,,,,,
15.08.2019 09:00,15.1,754.6,755.3,,76,Wind blowing from the west-southwest,3,,,"10%  or less, but not 0",No significant weather observed. ,,,11.7,15.8,,"10%  or less, but not 0",2000-2500,,,30.0,10.9,0.1,12,,,,
15.08.2019 06:00,13.7,754.3,755.0,,87,Wind blowing from the west-southwest,4,,,70 – 80%.,No significant weather observed. ,,,,,,60%.,"2500 or more, or no clouds.",,,30.0,11.6,,,,,,
15.08.2019 03:00,13.2,754.5,755.2,,95,Wind blowing from the south-southwest,4,,,"90  or more, but not 100%",Rain (not freezing). ,,,,,,20–30%.,600-1000,,,27.0,12.4,,,,,,
15.08.2019 00:00,12.5,755.1,755.8,,90,Wind blowing from the south-west,3,,,no clouds,No significant weather observed. ,,,,,,,,,,27.0,10.9,,,,,,
14.08.2019 21:00,15.8,755.5,756.1,,67,Wind blowing from the south-west,6,,,no clouds,No significant weather observed. ,,,15.2,20.0,,,,,,35.0,9.7,0.4,12,,,,
14.08.2019 18:00,18.0,755.1,755.8,,62,Wind blowing from the south-west,7,,,50%.,No significant weather observed. ,,,,,,50%.,1000-1500,,,35.0,10.5,,,,,,
14.08.2019 15:00,19.4,755.0,755.6,,55,Wind blowing from the south-west,10,,,40%.,No significant weather observed. ,,,,,,40%.,1000-1500,,,30.0,10.0,,,,,,
14.08.2019 12:00,17.8,754.6,755.2,,70,Wind blowing from the south-west,6,,,60%.,No significant weather observed. ,,,,,,"10%  or less, but not 0",600-1000,,,40.0,12.2,,,,,,
14.08.2019 09:00,15.2,754.2,754.9,,93,Wind blowing from the west-southwest,5,,,100%.,"Rain shower(s) or intermittent rain, moderate. ",,,13.8,17.7,,100%.,200-300,,,12.0,14.0,9,12,,,,
14.08.2019 06:00,14.0,754.0,754.7,,98,Wind blowing from the south-southwest,4,,,20–30%.,No significant weather observed. ,,,,,,20–30%.,300-600,,,12.0,13.7,,,,,,
14.08.2019 03:00,14.9,754.5,755.2,,96,Wind blowing from the south-southwest,4,,,60%.,No significant weather observed. ,,,,,,"10%  or less, but not 0",1500-2000,,,16.0,14.2,,,,,,
14.08.2019 00:00,14.4,754.9,755.6,,96,Wind blowing from the south-west,3,,,20–30%.,No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,19.0,13.7,,,,,,
13.08.2019 21:00,17.7,754.6,755.2,,75,Wind blowing from the south-west,5,,,no clouds,No significant weather observed. ,,,16.7,21.6,,,,,,25.0,13.1,,,,,,
13.08.2019 18:00,20.6,754.3,755.0,,59,Wind blowing from the south-southwest,5,,,no clouds,No significant weather observed. ,,,,,,,,,,29.0,12.2,,,,,,
13.08.2019 15:00,20.6,754.8,755.5,,70,Wind blowing from the south,5,,,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,300-600,,,25.0,15.0,,,,,,
13.08.2019 12:00,19.3,755.2,755.8,,77,Wind blowing from the south,5,,,50%.,No significant weather observed. ,,,,,,50%.,300-600,,,20.0,15.2,,,,,,
13.08.2019 09:00,16.7,755.6,756.3,,90,Wind blowing from the south-southwest,4,,,100%.,No significant weather observed. ,,,13.8,17.1,,100%.,200-300,,,18.0,15.1,,,,,,
13.08.2019 06:00,15.8,755.5,756.2,,96,Wind blowing from the south-southwest,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",200-300,,,14.0,15.2,,,,,,
13.08.2019 03:00,15.8,756.4,757.1,,97,Wind blowing from the south-southwest,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,60%.,300-600,,,18.0,15.3,,,,,,
13.08.2019 00:00,15.4,756.7,757.3,,93,Wind blowing from the south-west,4,,,no clouds,No significant weather observed. ,,,,,,,,,,20.0,14.3,,,,,,
12.08.2019 21:00,17.1,756.9,757.6,,83,Wind blowing from the south-west,4,,,"90  or more, but not 100%",No significant weather observed. ,,,17.0,21.1,,"90  or more, but not 100%",300-600,,,27.0,14.2,,,,,,
12.08.2019 18:00,19.0,757.3,758.0,,76,Wind blowing from the south-southwest,7,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,50%.,300-600,,,22.0,14.7,,,,,,
12.08.2019 15:00,20.6,757.6,758.2,,70,Wind blowing from the south-southwest,6,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"10%  or less, but not 0",600-1000,,,21.0,14.9,,,,,,
12.08.2019 12:00,20.3,757.9,758.5,,77,Wind blowing from the south-southwest,5,,,50%.,No significant weather observed. ,,,,,,40%.,300-600,,,17.0,16.2,,,,,,
12.08.2019 09:00,18.9,757.5,758.2,,81,Wind blowing from the south-west,3,,,"90  or more, but not 100%",No significant weather observed. ,,,16.7,19.0,,"10%  or less, but not 0",1000-1500,,,21.0,15.5,,,,,,
12.08.2019 06:00,17.0,756.9,757.6,,95,Wind blowing from the south-southwest,3,,,70 – 80%.,No significant weather observed. ,,,,,,40%.,200-300,,,11.0,16.2,,,,,,
12.08.2019 03:00,17.7,757.0,757.6,,93,Wind blowing from the south,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",300-600,,,13.0,16.6,,,,,,
12.08.2019 00:00,17.1,756.7,757.3,,95,Wind blowing from the south-southwest,4,,,50%.,No significant weather observed. ,,,,,,"10%  or less, but not 0",300-600,,,12.0,16.3,,,,,,
11.08.2019 21:00,18.3,756.2,756.9,,87,Wind blowing from the south-southwest,4,,,"90  or more, but not 100%",No significant weather observed. ,,,15.9,20.4,,"90  or more, but not 100%",300-600,,,19.0,16.1,7,12,,,,
11.08.2019 18:00,19.4,755.8,756.4,,87,Wind blowing from the south,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,70 – 80%.,300-600,,,14.0,17.1,,,,,,
11.08.2019 15:00,16.5,755.7,756.4,,98,Wind blowing from the south-southeast,4,,,100%.,"Rain, not freezing, heavy. ",,,,,,100%.,100-200,,,0.7,16.2,,,,,,
11.08.2019 12:00,16.6,756.1,756.7,,88,Wind blowing from the east-southeast,5,,,100%.,Rain (not freezing). ,,,,,,100%.,300-600,,,30.0,14.5,,,,,,
11.08.2019 09:00,17.8,756.7,757.3,,84,Wind blowing from the south,5,,,"90  or more, but not 100%",No significant weather observed. ,,,15.9,18.4,,"90  or more, but not 100%",300-600,,,27.0,15.1,,,,,,
11.08.2019 06:00,16.9,757.0,757.6,,89,Wind blowing from the south-east,3,,,50%.,No significant weather observed. ,,,,,,40%.,600-1000,,,26.0,15.1,,,,,,
11.08.2019 03:00,17.5,757.9,758.5,,89,Wind blowing from the south,3,,,100%.,No significant weather observed. ,,,,,,100%.,"2500 or more, or no clouds.",,,27.0,15.6,,,,,,
11.08.2019 00:00,16.5,758.6,759.3,,93,Wind blowing from the east-southeast,2,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"10%  or less, but not 0","2500 or more, or no clouds.",,,17.0,15.4,,,,,,
10.08.2019 21:00,17.9,759.1,759.7,,86,Wind blowing from the south,2,,,"90  or more, but not 100%",No significant weather observed. ,,,16.5,22.3,,,"2500 or more, or no clouds.",,,28.0,15.5,,,,,,
10.08.2019 18:00,19.8,759.3,760.0,,63,Wind blowing from the south-east,3,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,30.0,12.4,,,,,,
10.08.2019 15:00,20.7,760.0,760.6,,66,Wind blowing from the south-southeast,3,,,no clouds,No significant weather observed. ,,,,,,,,,,35.0,14.0,,,,,,
10.08.2019 12:00,20.2,759.8,760.5,,61,Wind blowing from the south-east,4,,,no clouds,No significant weather observed. ,,,,,,,,,,35.0,12.4,,,,,,
10.08.2019 09:00,16.5,759.6,760.3,,100,Wind blowing from the south-southeast,1,,,no clouds,No significant weather observed. ,,,10.1,16.5,,,,,,21.0,16.5,,,,,,
10.08.2019 06:00,10.2,758.8,759.5,,100,Wind blowing from the north,2,,,no clouds,Mist. ,,,,,,,,,,7.0,10.2,,,,,,
10.08.2019 03:00,11.7,758.5,759.1,,100,Wind blowing from the north,2,,,no clouds,Mist. ,,,,,,,,,,3.2,11.7,,,,,,
10.08.2019 00:00,14.5,757.6,758.3,,99,Wind blowing from the north-northwest,2,,,70 – 80%.,Mist. ,,,,,,70 – 80%.,"2500 or more, or no clouds.",,,5.0,14.4,,,,,,
09.08.2019 21:00,16.4,756.3,757.0,,96,Wind blowing from the west-northwest,1,,,100%.,Rain (not freezing). ,,,15.5,22.8,,"10%  or less, but not 0",1500-2000,,,19.0,15.8,1,12,,,,
09.08.2019 18:00,19.8,755.3,756.0,,72,Wind blowing from the south-west,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,20–30%.,1500-2000,,,22.0,14.5,,,,,,
