# Weather station Espoo / Tapiola, Finland, WMO_ID=2985,selection from 01.01.2019 till 19.10.2021, all days
# Encoding: UTF-8
# The data is provided by the website Reliable Prognosis, rp5.kz
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.kz/archive.php?wmo_id=2985&lang=en
#
Local time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.07.2019 15:00,25.8,761,761.6,,39,Wind blowing from the south-southwest,4,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0","2500 or more, or no clouds.",,,30,10.7,,,,,,
23.07.2019 12:00,23.6,761.2,761.9,,42,Wind blowing from the south-southeast,2,,,no clouds,No significant weather observed. ,,,,,,,,,,30,10,,,,,,
23.07.2019 09:00,19.8,760.9,761.5,,80,Wind blowing from the north,1,,,no clouds,No significant weather observed. ,,,14.5,19.8,,,,,,27,16.3,0.1,12,,,,
23.07.2019 06:00,14.9,760.6,761.3,,99,Wind blowing from the north,3,,,"90  or more, but not 100%",Mist. ,,,,,,"90  or more, but not 100%",2000-2500,,,8,14.8,,,,,,
23.07.2019 03:00,15,760.9,761.5,,99,Wind blowing from the north-northwest,2,,,100%.,Mist. ,,,,,,"90  or more, but not 100%","2500 or more, or no clouds.",,,6,14.9,,,,,,
23.07.2019 00:00,16.6,760.6,761.3,,97,Wind blowing from the north-west,2,,,100%.,No significant weather observed. ,,,,,,100%.,"2500 or more, or no clouds.",,,14,16.1,,,,,,
22.07.2019 21:00,18.7,760.6,761.2,,86,Wind blowing from the west,3,,,100%.,"Rain shower(s) or intermittent rain, slight. ",,,18.7,22.3,,100%.,"2500 or more, or no clouds.",,,15,16.3,0.3,12,,,,
22.07.2019 18:00,20.2,760.8,761.5,,80,Wind blowing from the south-southwest,2,,,100%.,Rain (not freezing). ,,,,,,100%.,"2500 or more, or no clouds.",,,30,16.6,,,,,,
22.07.2019 15:00,19.7,760.9,761.6,,88,Wind blowing from the east-southeast,1,,,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,"2500 or more, or no clouds.",,,20,17.7,,,,,,
22.07.2019 12:00,20.6,760.9,761.5,,77,Wind blowing from the south,2,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%","2500 or more, or no clouds.",,,28,16.4,,,,,,
22.07.2019 09:00,19.6,760.5,761.2,,75,Wind blowing from the south-east,4,,,no clouds,No significant weather observed. ,,,14.2,21.2,,,,,,30,15,,,,,,
22.07.2019 06:00,14.7,760.6,761.2,,99,Wind blowing from the east-northeast,3,,,no clouds,Mist. ,,,,,,,,,,8,14.6,,,,,,
22.07.2019 03:00,15.3,761,761.7,,98,Wind blowing from the east-northeast,4,,,no clouds,No significant weather observed. ,,,,,,,,,,15,15,,,,,,
22.07.2019 00:00,16.4,761.5,762.1,,91,Wind blowing from the east,2,,,no clouds,No significant weather observed. ,,,,,,,,,,27,15,,,,,,
21.07.2019 21:00,20.9,761.3,762,,74,Wind blowing from the east-southeast,3,,,no clouds,No significant weather observed. ,,,19.8,25.4,,,,,,35,16.1,,,,,,
21.07.2019 18:00,24.2,761.8,762.5,,41,Wind blowing from the south-southeast,3,,,no clouds,No significant weather observed. ,,,,,,,,,,35,10.2,,,,,,
21.07.2019 15:00,24.8,762.4,763,,49,Wind blowing from the south,3,,,no clouds,No significant weather observed. ,,,,,,,,,,30,13.3,,,,,,
21.07.2019 12:00,23.3,762.5,763.1,,50,Wind blowing from the south-east,2,,,no clouds,No significant weather observed. ,,,,,,,,,,35,12.2,,,,,,
21.07.2019 09:00,19.8,762.4,763.1,,65,Wind blowing from the east-southeast,1,,,no clouds,No significant weather observed. ,,,12,19.9,,,,,,35,13.1,,,,,,
21.07.2019 06:00,12.3,762.1,762.8,,100,Wind blowing from the north-east,1,,,no clouds,No significant weather observed. ,,,,,,,,,,16,12.3,,,,,,
21.07.2019 03:00,13.2,762.1,762.7,,99,Wind blowing from the north,2,,,no clouds,Mist. ,,,,,,,,,,9,13.1,,,,,,
21.07.2019 00:00,15.3,761.7,762.4,,98,"Calm, no wind",0,,,no clouds,No significant weather observed. ,,,,,,,,,,12,15,,,,,,
20.07.2019 21:00,19.6,760.9,761.5,,78,Wind blowing from the south,2,,,"10%  or less, but not 0",No significant weather observed. ,,,19.5,24.8,,"10%  or less, but not 0",2000-2500,,,35,15.7,,,,,,
20.07.2019 18:00,24.3,760.6,761.3,,47,Wind blowing from the south,5,,,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,2000-2500,,,35,12.2,,,,,,
20.07.2019 15:00,23.2,760.6,761.2,,50,Wind blowing from the south,4,,,60%.,No significant weather observed. ,,,,,,60%.,2000-2500,,,40,12.1,,,,,,
20.07.2019 12:00,23.1,760.1,760.8,,43,Wind blowing from the north-west,5,,,40%.,No significant weather observed. ,,,,,,40%.,1500-2000,,,35,9.8,,,,,,
20.07.2019 09:00,19.5,759.7,760.3,,62,Wind blowing from the north,3,,,no clouds,No significant weather observed. ,,,10.7,19.5,,,,,,35,11.9,,,,,,
20.07.2019 06:00,11.3,759.1,759.8,,94,Wind blowing from the north-northwest,3,,,no clouds,No significant weather observed. ,,,,,,,,,,30,10.3,,,,,,
20.07.2019 03:00,11.9,758.5,759.2,,91,Wind blowing from the north-northwest,2,,,no clouds,No significant weather observed. ,,,,,,,,,,35,10.4,,,,,,
20.07.2019 00:00,14.3,757.8,758.5,,97,Wind blowing from the west-northwest,1,,,no clouds,No significant weather observed. ,,,,,,,,,,18,13.9,,,,,,
19.07.2019 21:00,19,757.3,757.9,,72,Wind blowing from the south-southeast,4,,,20–30%.,No significant weather observed. ,,,18.7,24.7,,20–30%.,2000-2500,,,35,13.8,,,,,,
19.07.2019 18:00,23.8,757,757.6,,35,Wind blowing from the west-northwest,6,,,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,2000-2500,,,40,7.3,,,,,,
19.07.2019 15:00,23.7,756.9,757.5,,37,Wind blowing from the north,6,,,20–30%.,No significant weather observed. ,,,,,,20–30%.,1500-2000,,,35,8,,,,,,
19.07.2019 12:00,22.3,756.8,757.5,,48,Wind blowing from the north-northwest,6,,,no clouds,No significant weather observed. ,,,,,,,,,,40,10.7,,,,,,
19.07.2019 09:00,18.7,757,757.6,,66,Wind blowing from the north-northwest,4,,,no clouds,No significant weather observed. ,,,14.3,21.9,,,,,,30,12.1,,,,,,
19.07.2019 06:00,14.7,757.3,757.9,,72,Wind blowing from the north-northwest,4,,,no clouds,No significant weather observed. ,,,,,,,,,,35,9.6,,,,,,
19.07.2019 03:00,15.4,757,757.7,,67,Wind blowing from the north-northwest,4,,,no clouds,No significant weather observed. ,,,,,,,,,,35,9.3,,,,,,
19.07.2019 00:00,17,756.9,757.6,,58,Wind blowing from the north-northwest,4,,,no clouds,No significant weather observed. ,,,,,,,,,,30,8.6,,,,,,
18.07.2019 21:00,21.9,756.5,757.1,,42,Wind blowing from the north,4,,,no clouds,No significant weather observed. ,,,17.6,24.2,,,,,,35,8.4,,,,,,
18.07.2019 18:00,23.6,756.4,757.1,,41,Wind blowing from the north,5,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1500-2000,,,30,9.4,,,,,,
18.07.2019 15:00,23.9,756.7,757.3,,42,Wind blowing from the north-northwest,5,,,20–30%.,No significant weather observed. ,,,,,,20–30%.,1500-2000,,,30,10.1,,,,,,
18.07.2019 12:00,21.6,757,757.7,,51,Wind blowing from the north-northwest,6,,,no clouds,No significant weather observed. ,,,,,,,,,,30,11,,,,,,
18.07.2019 09:00,17.6,757.4,758.1,,69,Wind blowing from the north,4,,,no clouds,No significant weather observed. ,,,10.8,17.6,,,,,,30,11.8,,,,,,
18.07.2019 06:00,12.3,757.5,758.2,,95,Wind blowing from the north,3,,,no clouds,No significant weather observed. ,,,,,,,,,,22,11.5,,,,,,
18.07.2019 03:00,11.6,757.4,758.2,,99,Wind blowing from the north,3,,,no clouds,No significant weather observed. ,,,,,,,,,,14,11.4,,,,,,
18.07.2019 00:00,14.3,757.3,758,,90,Wind blowing from the north,3,,,no clouds,No significant weather observed. ,,,,,,,,,,17,12.7,,,,,,
17.07.2019 21:00,17.4,757.3,757.9,,72,Wind blowing from the north,2,,,40%.,No significant weather observed. ,,,16.8,21.6,,40%.,"2500 or more, or no clouds.",,,30,12.3,,,,,,
17.07.2019 18:00,20.1,757.2,757.8,,57,Wind blowing from the north-northeast,2,,,70 – 80%.,No significant weather observed. ,,,,,,50%.,"2500 or more, or no clouds.",,,35,11.4,,,,,,
17.07.2019 15:00,19.5,756.7,757.3,,67,Wind blowing from the south-east,3,,,"90  or more, but not 100%","Rain shower(s) or intermittent rain, slight. ",,,,,,50%.,1500-2000,,,29,13.1,,,,,,
17.07.2019 12:00,21.5,756.5,757.2,,55,Wind blowing from the south-east,2,,,no clouds,No significant weather observed. ,,,,,,,,,,30,12,,,,,,
17.07.2019 09:00,16.8,756.6,757.3,,73,Wind blowing from the north-east,2,,,no clouds,No significant weather observed. ,,,12.3,16.8,,,,,,35,12,,,,,,
17.07.2019 06:00,12.8,756.4,757.1,,85,Wind blowing from the north-northeast,3,,,no clouds,No significant weather observed. ,,,,,,,,,,30,10.3,,,,,,
17.07.2019 03:00,13.2,756.3,757,,88,Wind blowing from the north-east,4,,,no clouds,No significant weather observed. ,,,,,,,,,,30,11.3,,,,,,
17.07.2019 00:00,12.6,756.2,756.9,,96,Wind blowing from the north-northeast,3,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0","2500 or more, or no clouds.",,,17,12,,,,,,
16.07.2019 21:00,15.7,756.1,756.8,,82,Wind blowing from the east,1,,,50%.,No significant weather observed. ,,,13.7,20,,50%.,"2500 or more, or no clouds.",,,30,12.7,2,12,,,,
16.07.2019 18:00,16.4,755.5,756.2,,85,Wind blowing from the east-northeast,3,,,"90  or more, but not 100%",Rain (not freezing). ,,,,,,40%.,1500-2000,,,27,13.8,,,,,,
16.07.2019 15:00,18.8,754.7,755.4,,73,Wind blowing from the south-east,5,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,60%.,1500-2000,,,25,13.8,,,,,,
16.07.2019 12:00,16.2,754.6,755.3,,81,Wind blowing from the east,3,,,"90  or more, but not 100%","Rain shower(s) or intermittent rain, slight. ",,,,,,"90  or more, but not 100%",2000-2500,,,30,13,,,,,,
16.07.2019 09:00,15.2,754.1,754.8,,87,Wind blowing from the south-east,4,,,100%.,"Rain, not freezing, slight. ",,,14.1,15.2,,100%.,2000-2500,,,20,13,2,12,,,,
16.07.2019 06:00,15.1,754,754.7,,89,Wind blowing from the south-southeast,3,,,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,25,13.2,,,,,,
16.07.2019 03:00,14.5,754.1,754.8,,92,Wind blowing from the south,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%","2500 or more, or no clouds.",,,28,13.2,,,,,,
16.07.2019 00:00,14.1,754.8,755.5,,99,Wind blowing from the south-east,4,,,50%.,Rain (not freezing). ,,,,,,20–30%.,1500-2000,,,10,13.9,,,,,,
15.07.2019 21:00,14.7,755.5,756.1,,91,Wind blowing from the south-east,3,,,"90  or more, but not 100%",Rain (not freezing). ,,,14.7,20,,"90  or more, but not 100%",2000-2500,,,30,13.3,0.6,12,,,,
15.07.2019 18:00,19.1,756.1,756.7,,50,Wind blowing from the south,3,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0","2500 or more, or no clouds.",,,30,8.5,,,,,,
15.07.2019 15:00,19.4,756.6,757.2,,58,Wind blowing from the south,4,,,60%.,Rain (not freezing). ,,,,,,60%.,"2500 or more, or no clouds.",,,30,10.8,,,,,,
15.07.2019 12:00,16.3,757,757.6,,87,Wind blowing from the south-southeast,4,,,100%.,"Rain shower(s) or intermittent rain, slight. ",,,,,,100%.,2000-2500,,,30,14.1,,,,,,
15.07.2019 09:00,16.1,757.2,757.9,,86,Wind blowing from the south-southeast,2,,,70 – 80%.,No significant weather observed. ,,,10.2,16.1,,40%.,300-600,,,30,13.7,,,,,,
15.07.2019 06:00,10.2,757.5,758.2,,100,Wind blowing from the east-northeast,1,,,no clouds,No significant weather observed. ,,,,,,,,,,12,10.2,,,,,,
15.07.2019 03:00,11.6,757.9,758.6,,97,Wind blowing from the west-southwest,2,,,100%.,No significant weather observed. ,,,,,,100%.,2000-2500,,,25,11.2,,,,,,
15.07.2019 00:00,12.8,758.4,759.1,,91,Wind blowing from the west-southwest,2,,,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,2000-2500,,,35,11.3,,,,,,
14.07.2019 21:00,15.8,758.3,759,,61,Wind blowing from the south-west,3,,,40%.,No significant weather observed. ,,,13.9,17.9,,40%.,2000-2500,,,40,8.3,,,,,,
14.07.2019 18:00,17,758.2,758.9,,55,Wind blowing from the south,3,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",2000-2500,,,40,7.8,,,,,,
14.07.2019 15:00,16.2,758.5,759.2,,53,Wind blowing from the south-southeast,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1500-2000,,,35,6.5,,,,,,
14.07.2019 12:00,16.4,758.5,759.1,,50,Wind blowing from the north,2,,,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,1000-1500,,,40,5.8,,,,,,
14.07.2019 09:00,14,758.4,759.1,,59,Wind blowing from the north-east,3,,,no clouds,No significant weather observed. ,,,10.7,15.9,,,,,,40,6.1,,,,,,
14.07.2019 06:00,10.8,758.1,758.8,,73,Wind blowing from the north-east,4,,,20–30%.,No significant weather observed. ,,,,,,20–30%.,1000-1500,,,35,6.2,,,,,,
14.07.2019 03:00,12.2,757.9,758.5,,75,Wind blowing from the north-east,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,50%.,1000-1500,,,45,7.9,,,,,,
14.07.2019 00:00,12.9,757.5,758.2,,81,Wind blowing from the east-northeast,2,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,50%.,1500-2000,,,35,9.6,,,,,,
13.07.2019 21:00,15.9,756.9,757.6,,69,Wind blowing from the east-northeast,3,,,"90  or more, but not 100%",No significant weather observed. ,,,15.7,21.5,,"90  or more, but not 100%","2500 or more, or no clouds.",,,35,10.2,,,,,,
13.07.2019 18:00,18,756.2,756.8,,46,Wind blowing from the north-east,4,,,100%.,No significant weather observed. ,,,,,,100%.,2000-2500,,,35,6.2,,,,,,
13.07.2019 15:00,19.2,755.5,756.2,,41,Wind blowing from the north-northeast,4,7,8,60%., ,,,,,,60%.,2000-2500,,,35,5.5,No precipitation,1,,,,
13.07.2019 12:00,19,755.5,756.2,,28,Wind blowing from the north-west,4,,,no clouds,No significant weather observed. ,,,,,,,,,,35,0,,,,,,
13.07.2019 09:00,15.7,755.4,756.1,,56,Wind blowing from the north,3,,,no clouds,No significant weather observed. ,,,11.6,16.7,,,,,,40,6.8,,,,,,
13.07.2019 06:00,12.5,755.3,756,,83,Wind blowing from the north-west,1,,,100%.,No significant weather observed. ,,,,,,100%.,"2500 or more, or no clouds.",,,35,9.6,,,,,,
13.07.2019 03:00,12.7,755.5,756.3,,82,Wind blowing from the west-northwest,2,,,100%.,No significant weather observed. ,,,,,,100%.,2000-2500,,,35,9.7,,,,,,
13.07.2019 00:00,11.9,755.8,756.5,,88,Wind blowing from the west,2,,,70 – 80%.,No significant weather observed. ,,,,,,70 – 80%.,"2500 or more, or no clouds.",,,30,9.9,,,,,,
12.07.2019 21:00,16.7,755.5,756.1,,61,Wind blowing from the west-southwest,4,,,"10%  or less, but not 0",No significant weather observed. ,,,13.9,19.9,,"10%  or less, but not 0","2500 or more, or no clouds.",,,35,9.2,,,,,,
12.07.2019 18:00,17.8,755.7,756.4,,54,Wind blowing from the south-west,6,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0","2500 or more, or no clouds.",,,35,8.2,,,,,,
12.07.2019 15:00,18.1,755.7,756.4,,55,Wind blowing from the south-west,6,,,20–30%.,No significant weather observed. ,,,,,,20–30%.,1500-2000,,,35,8.9,,,,,,
12.07.2019 12:00,16.7,756,756.7,,52,Wind blowing from the north-west,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,20–30%.,1000-1500,,,30,6.8,,,,,,
12.07.2019 09:00,13.9,756.4,757,,72,Wind blowing from the west-northwest,2,,,40%.,No significant weather observed. ,,,6.9,13.9,,"10%  or less, but not 0",1500-2000,,,40,8.9,,,,,,
12.07.2019 06:00,7.7,756.5,757.2,,100,Wind blowing from the west-northwest,2,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1500-2000,,,12,7.7,,,,,,
12.07.2019 03:00,7.5,756.7,757.3,,99,Wind blowing from the west-northwest,2,,,"10%  or less, but not 0",Mist. ,,,,,,,"2500 or more, or no clouds.",,,8,7.4,,,,,,
12.07.2019 00:00,9.1,756.5,757.3,,97,Wind blowing from the west,2,,,no clouds,No significant weather observed. ,,,,,,,,,,22,8.7,,,,,,
11.07.2019 21:00,12.3,756.4,757.1,,74,Wind blowing from the south,2,,,"90  or more, but not 100%",No significant weather observed. ,,,12.2,14.7,,40%.,600-1000,,,30,7.8,0.1,12,,,,
11.07.2019 18:00,13.6,756.4,757.2,,73,Wind blowing from the south,2,,,"90  or more, but not 100%","Rain shower(s) or intermittent rain, slight. ",,,,,,"90  or more, but not 100%",1500-2000,,,30,8.8,,,,,,
11.07.2019 15:00,13.5,756.4,757.2,,71,Wind blowing from the east-southeast,3,,,"90  or more, but not 100%",Drizzle (not freezing) or snow grains. ,,,,,,70 – 80%.,600-1000,,,35,8.2,,,,,,
11.07.2019 12:00,13.2,756.3,757,,71,Wind blowing from the east-southeast,4,,,100%.,No significant weather observed. ,,,,,,100%.,600-1000,,,30,8.1,,,,,,
11.07.2019 09:00,14.2,755.6,756.3,,72,Wind blowing from the east,4,,,70 – 80%.,No significant weather observed. ,,,11.7,19.9,,60%.,300-600,,,30,9.1,,,,,,
11.07.2019 06:00,12.9,755.4,756.1,,73,Wind blowing from the east-northeast,3,,,70 – 80%.,No significant weather observed. ,,,,,,20–30%.,1500-2000,,,35,8.1,,,,,,
11.07.2019 03:00,12.7,755.4,756.1,,75,Wind blowing from the north-east,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1500-2000,,,30,8.3,,,,,,
11.07.2019 00:00,12.9,755.3,756,,76,Wind blowing from the north,2,,,50%.,No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,35,8.7,,,,,,
10.07.2019 21:00,19.8,754.9,755.5,,40,Wind blowing from the north,4,,,"10%  or less, but not 0",No significant weather observed. ,,,14.6,21.4,,"10%  or less, but not 0",1500-2000,,,40,5.8,,,,,,
10.07.2019 18:00,19.7,754.6,755.2,,51,Wind blowing from the south-southeast,2,,,40%.,No significant weather observed. ,,,,,,40%.,2000-2500,,,35,9.1,,,,,,
10.07.2019 15:00,21,754.6,755.2,,46,Wind blowing from the north-northeast,3,,,"10%  or less, but not 0",No significant weather observed. ,,,,,,"10%  or less, but not 0",1500-2000,,,28,8.9,,,,,,
10.07.2019 12:00,18.4,754.4,755.1,,54,Wind blowing from the north,5,,,20–30%.,No significant weather observed. ,,,,,,20–30%.,2000-2500,,,28,8.9,,,,,,
10.07.2019 09:00,14.6,754.2,754.9,,72,Wind blowing from the north,4,,,60%.,No significant weather observed. ,,,11.9,14.6,,40%.,"2500 or more, or no clouds.",,,30,9.6,,,,,,
10.07.2019 06:00,11.9,754.3,755,,82,Wind blowing from the north,3,,,100%.,No significant weather observed. ,,,,,,100%.,1000-1500,,,28,8.9,,,,,,
10.07.2019 03:00,12,754.3,755,,79,Wind blowing from the north,4,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",1000-1500,,,30,8.4,,,,,,
10.07.2019 00:00,12.5,755,755.7,,84,Wind blowing from the north-northwest,3,,,100%.,No significant weather observed. ,,,,,,60%.,1500-2000,,,28,9.8,,,,,,
09.07.2019 21:00,13.4,754.9,755.6,,78,Wind blowing from the north,4,,,100%.,No significant weather observed. ,,,12.1,14.5,,100%.,600-1000,,,35,9.7,,,,,,
09.07.2019 18:00,14.1,754.6,755.3,,76,Wind blowing from the north,6,,,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,35,9.8,,,,,,
09.07.2019 15:00,13.9,754.6,755.3,,78,Wind blowing from the north,4,,,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,30,10.1,,,,,,
09.07.2019 12:00,12.8,754.4,755.1,,84,Wind blowing from the north,5,,,100%.,No significant weather observed. ,,,,,,100%.,300-600,,,25,10.1,,,,,,
09.07.2019 09:00,12.3,753.9,754.6,,89,Wind blowing from the north-northeast,4,,,100%.,No significant weather observed. ,,,11.2,13.7,,100%.,300-600,,,35,10.6,4,12,,,,
09.07.2019 06:00,11.3,753.7,754.3,,97,Wind blowing from the north-northeast,4,,,100%.,Drizzle (not freezing) or snow grains. ,,,,,,100%.,200-300,,,26,10.8,,,,,,
09.07.2019 03:00,11.4,753.8,754.5,,97,Wind blowing from the north-northeast,3,,,100%.,"Drizzle, not freezing, heavy. ",,,,,,100%.,200-300,,,3.9,11,,,,,,
09.07.2019 00:00,12.5,753.5,754.2,,96,Wind blowing from the north,4,,,100%.,"Rain, not freezing, slight. ",,,,,,100%.,200-300,,,15,11.9,,,,,,
08.07.2019 21:00,13,752.8,753.5,,99,"Calm, no wind",0,,,100%.,Mist. ,,,12.3,20.5,,100%.,600-1000,,,8,12.8,6,12,,,,
08.07.2019 18:00,18.2,751.8,752.5,,67,Wind blowing from the east-southeast,3,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,70 – 80%.,2000-2500,,,35,11.9,,,,,,
08.07.2019 15:00,18.6,751.3,752,,61,Wind blowing from the north-east,3,,,70 – 80%.,No significant weather observed. ,,,,,,,"2500 or more, or no clouds.",,,30,10.8,,,,,,
08.07.2019 12:00,16.2,751,751.6,,68,Wind blowing from the north-east,2,,,40%.,No significant weather observed. ,,,,,,40%.,"2500 or more, or no clouds.",,,35,10.3,,,,,,
08.07.2019 09:00,14.5,749.9,750.6,,91,Wind blowing from the north-northeast,2,,,100%.,No significant weather observed. ,,,12.4,14.6,,100%.,200-300,,,26,13.1,0.5,12,,,,
08.07.2019 06:00,12.9,749.3,750,,97,Wind blowing from the north,2,,,"90  or more, but not 100%",No significant weather observed. ,,,,,,"90  or more, but not 100%",200-300,,,25,12.5,,,,,,
